Ammonia(N),Temp Water,pH,O Diss %sat,Orthophospht,target
0.051,7.0,8.14,94.7,0.15,0
0.048,4.7,8.14,94.4,0.065,0
6.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.52,4.1,7.97,91.8,0.12,0
0.03,6.5,8.22,96.7,0.074,0
0.45,8.4,7.84,90.3,0.25,0
0.13,8.2,7.95,95.1,0.19,0
0.03,6.3,8.04,100.1,0.026,0
0.71,6.6,7.65,70.7,0.12,0
0.98,7.3,7.69,81.1,0.055,0
0.58,5.0,7.72,78.6,0.045,0
0.059,6.6,7.58,86.7,0.19,0
0.051,7.2,7.93,93.2,0.012,0
2.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,4.7,7.7639590666403,92.1,0.1352702980688497,0
0.7890097962962963,4.9,7.7639590666403,87.6,0.1352702980688497,0
0.7890097962962963,4.9,7.7639590666403,90.7,0.1352702980688497,0
0.7890097962962963,4.9,7.7639590666403,87.7,0.1352702980688497,0
0.7890097962962963,5.0,7.7639590666403,92.9,0.1352702980688497,0
0.7890097962962963,4.9,7.7639590666403,88.0,0.1352702980688497,0
0.03,3.5,7.38,90.6,0.14,0
0.7890097962962963,5.6,7.7639590666403,96.3,0.1352702980688497,0
0.7890097962962963,4.9,7.7639590666403,91.3,0.1352702980688497,0
0.03,6.3,7.84,94.8,0.017,0
0.7890097962962963,5.2,7.7639590666403,115.4,0.1352702980688497,0
0.7890097962962963,5.2,7.7639590666403,135.0,0.1352702980688497,0
0.19,4.6,7.39,67.2,0.2,0
0.95,4.5,7.72,96.4,0.072,0
0.083,5.2,8.11,100.5,0.06,0
0.11,3.4,8.25,98.6,0.072,0
0.088,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.084,2.5,7.81,85.1,0.071,0
0.03,4.2,8.1,97.3,0.069,0
0.081,4.1,7.83,96.2,0.04,0
0.04,4.9,8.18,98.4,0.026,0
0.085,2.3,8.21,101.0,0.058,0
0.039,6.3,8.06,96.9,0.051,0
0.13,4.1,7.75,73.2,0.079,0
0.094,2.7,8.05,80.3,0.036,0
0.7890097962962963,3.7,7.98,105.4,0.1352702980688497,0
0.05,3.2,8.03,92.6,0.11,0
0.045,3.3,7.98,91.3,0.11,0
0.076,5.8,8.04,98.9,0.056,0
1.2,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.3,7.7639590666403,91.9,0.1352702980688497,0
0.7890097962962963,5.3,7.7639590666403,92.3,0.1352702980688497,0
0.7890097962962963,5.1,7.7639590666403,92.1,0.1352702980688497,0
0.7890097962962963,5.2,7.7639590666403,92.0,0.1352702980688497,0
0.7890097962962963,4.3,7.7639590666403,91.7,0.1352702980688497,0
0.7890097962962963,5.4,7.7639590666403,92.3,0.1352702980688497,0
0.26,4.6,8.16,89.6,0.082,0
0.14,4.7,8.43,95.1,0.046,0
0.03,8.5,7.6,96.8,0.017,0
0.03,4.8,8.35,98.9,0.057,0
0.052,5.2,8.05,98.7,0.061,0
0.11,1.7,8.33,98.2,0.071,0
0.038,5.8,8.08,92.5,0.71,0
0.11,5.3,8.01,97.8,0.085,0
0.033,5.6,7.75,93.5,0.042,0
0.22,3.2,7.31,71.5,0.047,0
0.13,5.2,7.64,70.2,0.051,0
0.7890097962962963,3.3,7.81,79.5,0.1352702980688497,0
0.7890097962962963,2.7,8.37,98.5,0.1352702980688497,0
0.7890097962962963,4.6,8.34,103.9,0.1352702980688497,0
0.7890097962962963,5.6,8.06,92.3,0.1352702980688497,0
0.7890097962962963,3.9,8.16,90.1,0.1352702980688497,0
0.7890097962962963,3.6,7.83,96.0,0.1352702980688497,0
0.7890097962962963,3.8,8.3,92.1,0.1352702980688497,0
0.7890097962962963,4.3,8.22,98.0,0.1352702980688497,0
0.7890097962962963,5.0,8.18,94.6,0.1352702980688497,0
0.7890097962962963,4.7,8.43,112.3,0.1352702980688497,0
0.7890097962962963,6.3,8.0,90.7,0.1352702980688497,0
0.7890097962962963,3.7,8.28,95.3,0.1352702980688497,0
0.7890097962962963,5.2,8.32,96.5,0.1352702980688497,0
0.7890097962962963,4.9,7.92,87.3,0.1352702980688497,0
0.7890097962962963,4.5,7.72,81.8,0.1352702980688497,0
0.7890097962962963,2.0,8.36,100.6,0.1352702980688497,0
0.7890097962962963,5.1,8.17,92.4,0.1352702980688497,0
0.7890097962962963,4.8,8.1,97.1,0.1352702980688497,0
0.7890097962962963,4.8,8.1,96.6,0.1352702980688497,0
0.7890097962962963,4.5,8.35,97.8,0.1352702980688497,0
0.7890097962962963,4.9,7.96,95.7,0.1352702980688497,0
0.7890097962962963,4.8,6.83,57.7,0.1352702980688497,0
0.7890097962962963,4.6,8.4,103.8,0.1352702980688497,0
0.7890097962962963,4.3,8.13,93.4,0.1352702980688497,0
0.7890097962962963,4.8,8.11,90.7,0.1352702980688497,0
0.035,5.6,8.16,88.9,0.13,0
0.03,6.0,7.98,99.2,0.029,0
0.03,8.2,7.99,100.0,0.017,0
0.03,7.2,8.04,100.2,0.027,0
0.072,4.3,7.86,92.5,0.12,0
0.1,4.3,7.78,89.1,0.024,0
0.078,4.6,8.1,96.7,0.13,0
0.035,5.8,8.34,99.8,0.078,0
0.069,6.4,7.81,94.8,0.032,0
0.03,4.4,8.11,97.5,0.028,0
0.075,2.2,7.62,76.1,0.12,0
1.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.14,7.3,7.52,76.5,0.12,0
0.098,5.9,8.1,98.4,0.075,0
6.3,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
1.1,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.2,7.86,72.9,0.1352702980688497,0
0.05,7.3,7.92,97.5,0.15,0
0.03,4.5,8.01,96.7,0.13,0
0.08,3.7,8.13,98.1,0.078,0
0.12,4.4,7.63,92.4,0.014,0
0.03,9.8,7.51,81.8,0.056,0
0.24,1.7,7.62,75.2,0.13,0
2.3,2.9,7.3,55.3,0.01,0
0.03,10.2,6.98,80.3,0.014,0
0.03,5.6,8.34,97.6,0.085,0
40.0,5.973470599146726,7.0,93.87625272331155,2.8,0
29.0,5.973470599146726,7.0,93.87625272331155,2.1,0
0.79,5.973470599146726,7.7639590666403,93.87625272331155,0.5,0
0.24,5.973470599146726,7.7639590666403,93.87625272331155,0.23,1
0.082,6.0,7.77,72.3,0.16,0
0.073,7.4,8.05,93.6,0.12,0
0.072,7.5,8.05,91.8,0.12,0
0.03,5.8,8.1,100.9,0.023,0
0.041,5.8,7.82,94.2,0.048,0
0.045,3.6,7.66,83.3,0.047,0
0.069,6.1,7.83,93.7,0.017,0
0.05,6.4,7.66,87.8,1.4,0
2.9,7.7,7.42,42.9,2.6,0
0.094,2.3,7.7639590666403,93.87625272331155,0.039,0
0.094,6.3,7.7639590666403,93.87625272331155,0.034,0
0.11,5.2,7.7639590666403,93.87625272331155,0.028,0
0.078,5.0,7.7639590666403,93.87625272331155,0.014,0
1.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
3.7,8.5,7.74,74.5,3.0,0
0.26,6.9,7.95,89.8,0.66,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,3.8,7.7639590666403,96.5,0.1352702980688497,0
0.7890097962962963,4.6,7.7639590666403,97.9,0.1352702980688497,0
0.7890097962962963,4.1,7.7639590666403,96.2,0.1352702980688497,0
0.031,5.3,8.04,99.1,0.018,0
0.069,5.3,8.19,99.3,0.11,0
0.098,6.3,8.02,99.8,0.075,0
0.11,6.1,8.04,99.4,0.12,0
0.12,4.2,8.15,99.9,0.11,0
0.087,4.0,8.1,98.2,0.1,0
0.1,5.1,7.96,96.5,0.1,0
0.069,6.1,7.92,95.2,0.11,0
0.073,5.9,8.01,97.2,0.11,0
0.19,5.7,8.13,98.8,0.1,0
0.03,8.0,7.48,93.7,0.014,0
0.03,7.5,7.57,96.1,0.015,0
0.12,6.1,7.96,99.3,0.096,0
0.087,1.3,7.99,100.7,0.037,0
0.89,5.9,8.25,96.3,0.087,0
0.043,7.2,7.92,93.3,0.059,0
0.073,4.0,7.94,91.8,0.039,0
0.13,5.7,8.18,97.6,0.058,0
0.57,3.7,7.69,89.5,0.069,0
0.55,1.9,7.54,82.1,0.047,0
0.03,8.2,8.04,99.3,0.16,0
0.03,5.3,8.11,100.5,0.018,0
0.03,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,0
0.065,5.4,8.03,96.6,0.087,0
0.067,6.9,7.95,94.9,0.06,0
0.031,7.7,7.92,96.0,0.044,0
0.088,6.5,7.53,66.6,0.013,0
0.09,4.3,7.52,69.9,0.014,0
0.098,7.2,7.53,75.5,0.011,0
0.11,6.4,7.56,74.8,0.015,0
0.72,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.081,6.0,7.98,89.8,0.22,0
0.7890097962962963,5.973470599146726,7.78,93.87625272331155,0.1352702980688497,0
0.06,6.4,7.86,83.4,0.27,0
0.052,3.4,7.8,87.3,0.098,0
0.054,7.2,7.71,83.8,0.087,0
0.048,6.2,7.79,86.4,0.083,0
2.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.06,5.3,8.06,88.5,0.033,0
0.7890097962962963,5.3,7.7639590666403,109.5,0.1352702980688497,0
0.7890097962962963,4.5,7.7639590666403,95.7,0.1352702980688497,0
0.052,3.7,7.43,88.2,0.057,0
0.049,3.6,8.45,102.4,0.048,0
0.04,5.7,8.14,97.8,0.028,0
0.91,3.9,7.64,81.6,0.1,0
0.033,4.5,8.22,97.7,0.09,0
0.031,4.4,8.34,100.5,0.072,0
0.03,9.2,7.95,96.7,0.01,0
7.3,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,5.9,8.09,97.1,0.014,0
0.071,7.6,7.86,94.2,0.19,0
0.03,5.8,8.2,98.7,0.041,0
0.03,6.1,8.03,77.5,0.01,0
0.03,8.3,7.78,79.4,0.039,0
0.61,6.8,7.41,61.2,1.9,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
2.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.17,5.5,8.21,97.7,0.046,0
0.054,8.1,8.23,99.8,0.027,0
0.03,5.7,8.19,100.1,0.069,0
0.03,4.7,8.27,100.5,0.12,0
0.03,12.8,6.28,79.5,0.068,0
0.7890097962962963,4.3,7.7639590666403,90.8,0.1352702980688497,0
0.7890097962962963,5.3,7.7639590666403,96.1,0.1352702980688497,0
0.14,4.6,7.8,94.5,2.4,0
0.051,7.7,7.9,92.8,3.2,0
0.064,6.5,8.13,96.7,0.051,0
0.043,6.1,7.94,99.8,0.064,0
0.03,6.3,8.02,96.2,0.01,0
0.043,6.2,8.02,99.7,0.049,0
0.03,5.3,8.28,97.4,0.048,0
0.03,5.6,8.34,99.3,0.045,0
0.71,6.4,8.0,93.3,0.07,0
0.7890097962962963,5.2,8.14,92.1,0.1352702980688497,0
0.046,4.9,8.07,95.4,0.13,0
0.078,3.9,8.22,94.1,0.11,0
4.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.056,5.4,8.01,94.4,0.11,0
0.16,7.9,6.0,45.5,0.032,0
0.039,6.6,8.06,96.7,0.075,0
0.03,5.7,8.07,93.2,0.066,0
0.051,5.1,8.11,97.5,0.09,0
0.079,6.2,8.17,96.4,0.21,0
0.075,4.8,7.0,75.4,0.01,0
0.26,3.3,7.52,80.3,0.1,0
0.3,6.8,8.26,99.2,0.2,0
0.045,7.7,8.3,95.4,0.044,0
0.23,4.6,8.05,93.6,0.074,0
0.057,7.0,8.23,89.5,0.064,0
0.03,10.0,7.32,73.6,0.075,0
0.079,4.4,8.01,91.3,0.12,0
0.03,3.9,7.94,96.4,0.055,0
0.18,4.7,7.82,102.5,0.016,0
0.13,7.2,8.24,97.6,0.079,0
0.2,4.3,8.01,89.1,0.075,0
0.83,6.4,7.99,102.3,0.019,0
0.03,3.9,8.1,96.1,0.03,0
0.018,5.1,8.04,97.5,0.038,0
0.054,7.7,8.28,96.3,2.4,0
0.11,1.5,7.37,71.4,0.071,0
0.03,6.0,7.69,85.8,0.011,0
0.018,7.6,7.87,92.2,0.014,0
0.079,5.7,8.01,95.6,0.1,0
0.05,1.6,8.14,97.3,0.064,0
0.042,5.7,8.08,96.4,0.16,0
0.17,6.3,7.89,85.7,0.11,0
0.14,6.6,8.01,94.3,0.14,0
0.7890097962962963,6.5,7.97,91.5,0.1352702980688497,0
0.7890097962962963,5.3,8.35,97.5,0.1352702980688497,0
0.092,4.8,7.89,89.1,0.16,0
0.03,3.5,8.25,97.1,0.057,0
0.066,4.0,7.75,93.87625272331155,0.057,0
0.03,6.7,8.14,101.2,0.01,0
0.7890097962962963,5.973470599146726,7.6,93.87625272331155,0.1352702980688497,1
0.7890097962962963,4.8,8.57,99.0,0.1352702980688497,0
0.03,4.7,7.91,98.2,0.045,0
0.7890097962962963,5.4,7.7639590666403,95.3,0.1352702980688497,0
0.065,4.4,8.03,97.3,0.079,0
0.051,4.8,8.13,99.5,0.054,0
0.03,7.0,7.89,97.8,0.016,0
0.03,6.3,8.2,99.3,0.01,0
0.03,6.2,8.07,100.8,0.015,0
0.7890097962962963,4.5,7.7639590666403,94.6,0.1352702980688497,0
0.7890097962962963,5.3,7.7639590666403,115.4,0.1352702980688497,0
0.7890097962962963,5.2,7.7639590666403,115.5,0.1352702980688497,0
0.13,5.4,7.85,96.1,0.057,0
0.03,4.1,8.14,97.3,0.031,0
0.15,4.8,7.51,80.4,0.16,0
1.9,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.15,3.7,8.1,96.7,0.048,0
0.15,6.4,8.1,102.3,0.03,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.29,4.8,7.44,82.5,0.12,0
0.59,1.4,7.53,76.3,0.089,0
0.52,0.7,7.75,82.6,0.062,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.16,5.2,8.1,97.6,0.11,0
0.04,8.3,7.63,89.6,0.0017,0
0.03,7.0,7.89,99.7,0.016,0
0.03,5.3,7.9,98.6,0.019,0
0.13,5.5,8.04,97.1,0.079,0
0.03,9.3,7.63,95.6,0.01,0
1.4,6.0,7.64,82.5,0.38,0
0.24,7.0,7.89,91.1,0.066,0
0.19,5.6,7.75,80.2,0.095,0
0.054,5.4,8.02,99.2,0.048,0
0.14,2.6,8.09,97.1,0.041,0
0.051,2.6,7.98,97.4,0.034,0
0.03,2.5,7.57,85.3,0.01,0
0.072,5.1,7.74,77.0,0.12,0
0.044,4.3,7.71,87.4,0.065,0
0.066,2.8,7.92,89.2,0.019,0
0.021,5.3,8.16,96.5,0.036,0
0.017,3.4,7.81,91.0,0.049,0
0.03,5.9,8.07,98.7,0.12,0
0.06,6.3,7.45,81.6,0.17,0
0.03,3.3,7.77,99.2,0.022,0
0.03,7.2,8.19,89.9,0.022,0
0.048,6.5,8.25,101.1,0.09,0
0.085,4.0,7.85,95.1,0.15,0
0.054,6.2,8.22,92.9,0.063,0
0.11,6.3,8.0,92.5,0.11,0
0.081,5.3,8.09,99.5,0.13,0
0.03,5.0,8.33,94.5,0.036,0
0.14,6.3,7.85,90.0,0.28,0
0.15,6.8,7.98,95.6,0.28,0
0.03,4.5,8.23,99.1,0.045,0
0.03,3.2,7.7639590666403,93.87625272331155,0.044,0
0.03,5.1,7.7639590666403,93.87625272331155,0.041,0
0.072,7.5,8.17,97.8,0.043,0
0.03,6.5,7.7639590666403,93.87625272331155,0.038,0
0.24,5.0,8.15,93.4,0.096,0
0.1,2.9,7.73,91.7,0.093,0
0.03,4.6,8.18,96.4,0.09,0
0.03,6.2,8.35,94.0,0.066,0
0.096,3.1,7.18,78.0,0.051,0
0.23,4.1,7.72,86.2,0.059,0
0.08,5.3,8.02,96.5,0.043,0
0.03,5.3,7.85,97.0,0.074,0
0.03,7.5,7.95,102.0,0.033,0
0.03,5.0,8.21,97.1,0.074,0
0.031,3.3,8.3,97.8,0.05,0
0.03,4.2,7.7639590666403,93.87625272331155,0.093,0
0.057,2.1,7.7639590666403,93.87625272331155,0.16,0
0.071,4.9,7.7639590666403,93.87625272331155,0.076,0
0.045,5.3,7.7639590666403,93.87625272331155,0.052,0
0.047,3.3,8.18,96.2,0.066,0
0.03,3.9,8.16,97.2,0.053,0
0.03,4.2,8.04,98.3,0.022,0
0.03,4.1,8.12,97.0,0.023,0
0.03,7.3,8.27,101.7,0.022,0
0.032,5.7,8.05,95.1,0.028,0
0.03,6.2,8.4,100.9,0.045,0
2.6,3.1,7.81,79.1,0.11,0
0.045,3.8,7.71,88.6,0.14,0
0.03,5.0,8.13,96.3,0.014,0
0.03,4.9,8.19,97.7,0.011,0
0.03,9.9,7.23,89.7,0.012,0
1.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.051,4.9,8.1,94.5,0.16,0
0.7890097962962963,5.973470599146726,8.2,93.87625272331155,0.1352702980688497,1
0.035,4.4,8.17,96.6,0.18,0
0.036,4.1,8.11,97.0,0.12,0
0.031,6.1,8.37,95.9,0.24,0
0.042,5.3,8.19,98.6,0.24,0
0.046,3.7,8.04,92.7,0.049,0
0.032,4.3,8.04,94.4,0.049,0
0.046,6.1,8.26,90.6,0.046,0
0.041,5.0,8.12,94.7,0.043,0
0.03,4.8,8.27,97.5,0.17,0
0.03,7.9,7.3,91.5,0.0063,0
0.03,9.8,7.59,97.6,0.0038,0
0.03,10.3,7.2,91.8,0.0027,0
1.8,7.6,9.38,17.4,0.021,0
0.11,5.8,8.26,92.8,0.062,0
0.7890097962962963,4.2,8.47,96.2,0.1352702980688497,0
0.035,6.1,7.96,95.4,0.19,0
0.18,5.8,7.84,91.6,0.18,0
0.7890097962962963,5.973470599146726,7.47,93.87625272331155,0.1352702980688497,1
0.16,7.9,7.86,94.6,0.036,0
0.03,4.7,7.94,90.3,0.058,0
0.03,6.3,8.05,96.2,0.051,0
0.97,6.1,7.96,84.7,0.23,0
0.03,4.9,8.18,99.6,0.01,0
0.7890097962962963,6.7,8.22,98.4,0.1352702980688497,0
0.7890097962962963,5.973470599146726,8.14,93.87625272331155,0.1352702980688497,0
0.7890097962962963,2.6,7.13,60.6,0.1352702980688497,0
0.7890097962962963,2.6,7.49,67.7,0.1352702980688497,0
0.7890097962962963,2.6,7.6,70.4,0.1352702980688497,0
0.7890097962962963,3.9,7.94,92.0,0.1352702980688497,0
0.22,3.9,7.8,90.4,0.01,0
0.7890097962962963,3.2,7.35,65.5,0.1352702980688497,0
0.7890097962962963,2.4,7.22,67.5,0.1352702980688497,0
0.054,3.6,8.04,100.1,0.033,0
0.057,4.4,8.18,99.4,0.033,0
0.077,5.8,7.74,92.5,0.18,0
5.8,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.097,4.9,8.17,96.9,0.13,0
0.042,3.1,7.68,88.6,0.041,0
0.047,4.8,7.7,93.5,0.043,0
0.05,2.9,8.08,96.9,0.095,0
0.067,4.6,8.1,98.8,0.091,0
0.7890097962962963,5.1,7.7639590666403,96.9,0.1352702980688497,0
0.03,3.9,7.87,92.5,0.074,0
0.18,4.5,8.09,93.1,0.028,0
0.03,6.2,8.29,97.9,0.028,0
0.03,8.8,7.71,99.2,0.024,0
0.03,6.9,7.94,98.9,0.025,0
0.03,4.9,8.3,100.7,0.034,0
0.28,6.2,7.63,87.1,0.28,0
0.054,3.3,8.16,97.4,0.11,0
0.039,3.4,8.15,97.3,0.092,0
0.036,6.9,8.24,96.3,0.1,0
0.052,5.9,8.21,96.6,0.12,0
0.061,6.7,8.16,93.1,0.13,0
6.6,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.72,5.4,8.18,97.3,0.44,0
0.11,5.1,8.06,99.4,0.12,0
0.7890097962962963,3.8,7.28,76.4,0.1352702980688497,0
0.038,3.2,8.2,98.1,0.04,0
0.03,6.9,8.06,95.4,0.074,0
0.03,5.7,7.95,94.9,0.068,0
0.03,6.4,8.2,98.6,0.035,0
0.03,5.8,7.98,97.8,0.023,0
0.03,5.7,7.86,91.0,0.024,0
0.03,6.2,8.22,97.5,0.016,0
0.063,6.3,7.57,93.0,0.024,0
0.22,3.2,7.48,77.4,0.027,0
0.03,7.0,8.12,98.2,0.021,0
0.7890097962962963,3.6,7.7639590666403,85.4,0.1352702980688497,0
0.7890097962962963,4.4,7.7639590666403,93.6,0.1352702980688497,0
0.7890097962962963,5.2,7.7639590666403,92.3,0.1352702980688497,0
0.7890097962962963,3.3,7.7639590666403,93.0,0.1352702980688497,0
0.7890097962962963,5.1,7.7639590666403,94.4,0.1352702980688497,0
0.7890097962962963,5.7,7.7639590666403,92.1,0.1352702980688497,0
0.7890097962962963,5.0,7.7639590666403,95.0,0.1352702980688497,0
0.03,4.1,8.17,98.6,0.036,0
0.031,5.7,8.23,100.2,0.034,0
0.03,5.0,8.1,96.8,0.061,0
0.7890097962962963,6.0,8.14,96.2,0.1352702980688497,0
0.033,6.2,8.13,99.4,0.042,0
0.055,5.9,8.21,92.8,0.042,0
0.03,5.3,8.14,96.7,0.035,0
0.03,4.7,8.21,99.6,0.043,0
0.03,5.6,8.07,97.2,0.01,0
30.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,4.0,7.7639590666403,89.7,0.1352702980688497,0
0.037,5.8,8.35,93.4,0.099,0
0.069,4.2,7.7639590666403,91.5,0.083,0
0.12,6.4,8.02,83.4,0.036,0
0.13,5.2,8.0,89.2,0.29,0
0.063,4.7,7.92,90.2,0.22,0
0.7890097962962963,5.973470599146726,8.44,93.87625272331155,0.1352702980688497,0
0.046,4.2,8.36,98.4,0.093,0
0.11,4.3,8.0,96.7,0.13,0
2.6,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.082,4.7,8.11,97.0,0.17,0
0.05,5.0,8.15,95.9,0.11,0
0.089,4.0,8.12,95.2,0.13,0
0.08,4.6,8.05,96.4,0.11,0
0.067,6.5,8.34,96.5,0.11,0
0.7890097962962963,4.0,7.7639590666403,86.6,0.1352702980688497,0
0.17,7.9,7.92,89.4,0.21,0
0.046,6.0,7.94,92.4,0.04,0
0.07,1.9,8.15,95.3,0.063,0
0.099,5.2,8.16,99.3,0.076,0
0.045,3.3,7.99,91.2,0.11,0
0.7890097962962963,5.973470599146726,8.06,93.87625272331155,0.1352702980688497,0
0.06,5.9,7.99,95.1,0.08,0
0.051,2.9,8.01,90.9,0.071,0
0.27,3.0,7.89,84.7,0.17,0
0.047,2.1,8.01,94.5,0.087,0
0.16,4.8,8.01,91.9,0.068,0
0.03,3.8,7.81,90.6,0.095,0
0.03,4.1,7.72,87.3,0.098,0
0.03,7.9,7.76,84.3,0.095,0
0.03,6.3,7.84,89.4,0.09,0
0.037,4.2,7.87,95.6,0.047,0
0.03,4.5,7.89,94.7,0.046,0
0.03,7.8,7.93,94.4,0.045,0
0.03,6.3,7.91,95.0,0.044,0
0.04,4.6,7.65,88.5,0.058,0
0.03,4.0,7.72,89.7,0.057,0
0.03,8.2,7.79,88.8,0.053,0
0.03,7.2,7.64,88.1,0.054,0
0.03,5.7,8.05,91.9,0.058,0
0.03,6.2,8.01,92.9,0.058,0
0.03,4.1,7.97,96.9,0.06,0
0.036,4.8,8.36,97.2,0.058,0
0.038,3.9,8.08,98.2,0.063,0
0.044,3.1,8.06,97.2,0.056,0
0.037,6.3,8.1,96.0,0.059,0
0.2,6.0,8.06,96.7,0.061,0
0.047,4.1,8.04,96.2,0.062,0
0.035,3.0,8.1,96.2,0.058,0
0.04,5.9,8.09,95.3,0.06,0
0.035,5.7,8.11,96.4,0.056,0
0.048,6.2,8.16,94.2,0.06,0
0.7890097962962963,4.3,8.18,92.0,0.1352702980688497,0
0.7890097962962963,6.2,8.0,94.1,0.1352702980688497,0
0.16,4.5,8.07,95.6,0.062,0
0.036,6.2,8.3,97.3,0.055,0
0.03,3.0,7.7639590666403,93.87625272331155,0.063,0
0.046,6.1,7.7639590666403,93.87625272331155,0.056,0
0.03,5.9,7.7639590666403,93.87625272331155,0.06,0
0.034,6.4,7.7639590666403,93.87625272331155,0.066,0
0.044,5.7,8.07,96.1,0.066,0
0.03,5.9,8.17,95.5,0.05,0
0.033,7.3,8.06,94.4,0.061,0
0.03,5.8,8.15,96.1,0.05,0
0.039,5.6,8.13,99.3,0.064,0
0.63,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.073,6.8,8.16,98.1,0.06,0
0.7890097962962963,5.3,7.7639590666403,112.1,0.1352702980688497,0
0.63,7.4,7.64,78.3,0.014,0
0.068,4.1,7.68,83.6,0.17,0
0.048,2.8,8.15,98.9,0.046,0
0.12,4.6,8.07,94.0,0.083,0
0.25,8.3,7.99,96.0,0.28,0
0.072,5.1,8.03,95.9,0.049,0
0.066,5.2,7.97,92.2,0.017,0
0.71,6.8,7.98,96.2,0.18,0
0.038,7.0,7.99,91.1,0.068,0
0.11,7.3,8.13,100.4,0.018,0
0.076,7.0,8.2,100.7,0.019,0
0.04,5.1,8.02,98.1,0.049,0
0.7890097962962963,5.973470599146726,8.33,93.87625272331155,0.1352702980688497,0
0.072,5.7,8.39,101.4,0.077,0
0.049,6.1,8.24,97.7,0.09,0
0.094,5.5,7.96,91.2,0.094,0
0.11,4.8,8.17,95.2,0.14,0
0.14,4.6,7.91,89.4,0.11,0
0.11,5.2,8.07,95.4,0.11,0
0.24,5.0,7.89,90.4,0.11,0
0.23,5.7,8.08,95.1,0.092,0
0.031,6.8,8.25,101.3,0.018,0
0.03,2.9,8.42,103.1,0.032,0
0.08,3.0,8.08,96.5,0.048,0
0.03,4.9,8.01,100.3,0.029,0
0.05,6.2,8.13,98.0,0.012,0
0.03,5.7,8.12,97.4,0.013,0
0.048,5.8,7.94,90.5,0.073,0
0.18,5.8,7.76,89.4,0.14,0
0.17,5.9,7.78,91.5,0.14,0
0.26,4.3,7.96,84.2,0.082,0
0.033,4.7,8.25,96.8,0.044,0
0.041,6.4,8.05,98.1,0.049,0
0.095,2.8,8.2,100.6,0.081,0
13.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,5.4,7.96,93.8,0.01,0
0.31,6.7,8.22,95.2,0.031,0
0.033,5.4,8.15,97.4,0.082,0
0.034,5.9,8.14,95.7,0.088,0
0.066,5.3,8.28,97.4,0.093,0
0.084,4.6,7.85,93.6,0.072,0
0.1,5.4,8.04,94.1,0.076,0
0.7890097962962963,4.3,7.7639590666403,93.5,0.1352702980688497,0
0.26,8.9,8.05,96.5,0.53,0
0.7890097962962963,5.6,7.7639590666403,92.7,0.1352702980688497,0
0.7890097962962963,6.0,7.7639590666403,97.1,0.1352702980688497,0
0.7890097962962963,5.1,7.7639590666403,92.9,0.1352702980688497,0
0.7890097962962963,5.5,7.7639590666403,96.3,0.1352702980688497,0
0.7890097962962963,5.1,7.7639590666403,92.8,0.1352702980688497,0
0.7890097962962963,5.8,7.7639590666403,96.6,0.1352702980688497,0
0.7890097962962963,6.7,7.7639590666403,96.8,0.1352702980688497,0
0.7890097962962963,6.3,7.7639590666403,96.1,0.1352702980688497,0
0.075,5.9,8.03,94.5,0.12,0
0.12,5.8,7.99,98.0,0.12,0
0.031,5.1,7.61,98.3,0.079,0
0.03,4.1,8.15,99.5,0.032,0
0.09,5.9,7.79,93.5,0.1,0
0.7890097962962963,8.0,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,5.7,7.94,98.6,0.042,0
0.058,6.3,7.93,98.1,0.13,0
