Ammonia(N),Temp Water,pH,O Diss %sat,Orthophospht,target
0.0066,3.3,7.83,97.1,0.0082,0
0.077,4.0,8.06,100.0,0.11,0
0.002,2.6,7.91,102.4,0.0055,0
0.26,5.6,7.97,98.6,0.11,0
0.077,4.1,8.17,97.9,0.15,0
0.024,7.6,7.92,92.4,0.033,0
0.078,5.7,7.27,99.2,0.066,0
0.2,6.9,8.15,94.6,0.054,0
0.11,3.6,7.98,89.2,0.14,0
0.27,6.2,7.73,96.3,0.17,0
0.033,2.5,8.26,98.1,0.024,0
0.019,2.4,7.87,105.3,0.025,0
0.061,5.4,6.94,90.8,0.031,0
0.036,3.6,7.64,99.0,0.012,0
0.026,3.7,8.33,100.1,0.0095,0
0.065,1.9,7.98,92.0,0.05,0
0.0032,4.7,8.1,102.6,0.0034,0
0.081,3.9,8.25,98.1,0.1,0
0.036,2.5,7.68,88.5,0.074,0
0.03,5.8,7.53,97.3,0.062,0
0.017,4.3,7.26,95.6,0.03,0
0.04,5.3,7.88,110.2,0.063,0
0.13,7.4,8.07,100.9,0.049,0
0.089,2.4,8.1,92.9,0.14,0
0.0029,2.4,7.63,100.3,0.0089,0
0.015,4.6,8.02,104.3,0.0085,0
0.03,2.9,8.1,97.6,0.015,0
0.006,1.2,7.74,102.0,0.011,0
0.17,3.9,7.79,99.1,0.18,0
0.072,2.8,7.82,98.9,0.041,0
0.12,5.6,8.08,98.7,0.049,0
0.034,3.6,7.42,98.0,0.021,0
0.21,5.2,8.42,99.5,0.04,0
0.0088,5.2,6.96,98.3,0.021,0
0.012,3.5,8.2,101.1,0.015,0
0.035,3.0,8.23,96.3,0.012,0
0.0077,3.5,8.37,98.6,0.013,0
0.12,3.6,7.75,96.9,0.097,0
0.03,1.9,8.01,97.3,0.01,0
0.016,8.7,7.92,100.0,0.017,0
0.034,1.8,7.59,110.4,0.034,0
0.0075,2.7,6.54,102.1,0.0052,0
0.03,6.7,7.38,98.0,0.01,0
0.03,2.8,7.73,98.1,0.05,0
0.014,4.1,7.46,101.3,0.01,0
0.054,4.5,7.81,90.8,0.13,0
0.1,5.8,8.14,100.1,0.14,0
0.0099,4.7,8.11,99.0,0.02,0
0.7890097962962963,5.2,8.03,99.9,0.1352702980688497,0
0.7890097962962963,5.1,7.57,93.5,0.1352702980688497,0
0.7890097962962963,5.9,7.94,112.4,0.1352702980688497,0
0.7890097962962963,5.5,7.72,90.0,0.1352702980688497,0
0.7890097962962963,3.4,7.71,101.7,0.1352702980688497,0
0.7890097962962963,5.6,7.59,110.1,0.1352702980688497,0
0.7890097962962963,4.1,8.03,96.6,0.1352702980688497,0
0.7890097962962963,3.5,7.75,96.2,0.1352702980688497,0
0.7890097962962963,3.2,8.06,98.3,0.1352702980688497,0
0.7890097962962963,2.8,8.12,98.1,0.1352702980688497,0
0.7890097962962963,3.5,8.21,95.4,0.1352702980688497,0
0.7890097962962963,5.0,7.72,90.8,0.1352702980688497,0
0.7890097962962963,6.2,7.8,98.1,0.1352702980688497,0
0.043,4.7,7.76,98.1,0.16,0
0.11,6.4,7.12,97.6,0.015,0
0.0025,2.6,7.73,101.3,0.0087,0
0.03,5.3,7.57,89.5,0.063,0
0.03,4.9,7.09,70.0,0.1,0
0.03,4.8,7.36,99.9,0.016,0
0.027,5.9,7.49,94.9,0.0097,0
0.03,4.1,7.67,96.8,0.032,0
0.002,4.6,7.28,101.1,0.0015,0
0.0046,5.3,7.59,99.7,0.004,0
0.3,2.6,7.28,85.2,0.36,0
0.88,4.7,7.82,74.9,0.26,0
0.03,4.0,7.75,98.8,0.039,0
0.041,2.2,7.55,90.1,0.26,0
0.046,3.1,7.34,70.4,0.083,0
0.16,5.7,7.86,98.0,0.093,0
0.19,4.5,7.84,92.0,0.052,0
0.034,3.7,7.5,79.3,0.12,0
0.11,6.0,7.84,81.2,0.024,0
0.03,3.1,8.45,99.3,0.086,0
0.036,3.9,6.84,91.3,0.046,0
0.03,6.3,7.19,73.0,0.025,0
0.03,3.8,7.59,91.4,0.17,0
0.03,5.4,7.88,95.3,0.022,0
0.13,4.8,7.63,101.1,0.14,0
0.12,3.3,7.42,97.3,0.11,0
0.03,7.1,7.63,107.6,0.01,0
0.03,2.9,7.88,97.3,0.091,0
0.03,3.1,7.91,100.9,0.02,0
0.0021,3.3,4.25,97.3,0.0023,0
0.011,3.5,6.59,103.2,0.0097,0
0.16,2.8,7.18,89.8,0.11,0
0.03,1.8,7.46,69.9,0.05,0
0.03,3.9,8.14,100.3,0.01,0
0.03,4.5,6.94,95.6,0.01,0
0.51,3.1,7.37,60.8,0.11,0
0.036,5.8,7.44,98.9,0.035,0
0.96,8.6,7.61,70.8,0.2,0
0.063,2.9,8.07,101.7,0.17,0
0.058,10.1,7.42,72.7,0.026,0
0.002,3.8,7.22,88.2,0.0051,0
0.03,5.9,7.68,98.2,0.12,0
0.17,5.8,7.73,93.5,0.17,0
0.28,4.9,7.92,97.2,0.17,0
1.1,5.6,7.89,97.6,0.17,0
0.63,3.8,7.7,90.6,0.5,0
0.43,4.2,7.52,71.9,0.43,0
0.6,4.2,7.43,80.8,0.35,0
0.25,4.0,7.82,87.2,0.38,0
0.062,5.7,7.55,97.8,0.12,0
0.13,5.8,7.92,91.8,0.059,0
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
20.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
11.0,9.3,7.57,70.2,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,0
10.0,5.973470599146726,7.7639590666403,93.87625272331155,1.6,1
0.6,5.973470599146726,7.7639590666403,93.87625272331155,4.4,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,0
2.1,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,0
9.3,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7639590666403,93.87625272331155,0.5,1
1.3,5.973470599146726,7.5,93.87625272331155,0.82,1
3.3,5.973470599146726,7.4,93.87625272331155,0.57,0
0.93,5.973470599146726,7.6,93.87625272331155,0.5,0
3.6,5.973470599146726,7.5,93.87625272331155,0.59,0
23.0,6.1,7.8,90.4,2.3,1
0.26,5.9,7.5,100.4,0.11,1
1.5,6.1,7.5,90.4,0.2,1
1.7,3.6,7.3,78.3,0.73,0
0.7890097962962963,5.973470599146726,7.71,93.87625272331155,0.1352702980688497,1
0.7890097962962963,19.2,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.15,5.9,7.97,94.5,0.11,0
0.099,6.1,7.74,85.8,0.21,0
0.46,6.2,8.03,92.0,0.21,0
0.26,5.3,7.95,89.1,0.2,0
0.42,7.9,7.88,83.3,0.15,0
0.15,6.6,7.58,84.1,0.19,0
0.097,3.7,7.7639590666403,93.87625272331155,0.24,0
0.095,5.9,7.7639590666403,93.87625272331155,0.24,0
0.097,5.0,7.61,92.1,0.14,0
0.06,2.8,7.7639590666403,93.87625272331155,0.25,0
0.063,5.2,7.7639590666403,93.87625272331155,0.27,0
0.068,4.6,7.63,92.1,0.2,0
0.29,2.2,7.67,87.0,0.26,0
0.17,3.2,7.55,94.7,0.14,0
0.53,5.0,7.86,91.7,0.2,0
0.52,5.3,8.07,92.7,0.18,0
0.7890097962962963,5.973470599146726,7.68,93.87625272331155,0.1352702980688497,0
0.14,5.1,7.81,98.1,0.052,0
0.7890097962962963,5.973470599146726,7.53,93.87625272331155,0.1352702980688497,0
0.18,3.5,7.7639590666403,93.87625272331155,0.31,0
0.18,4.8,7.7639590666403,93.87625272331155,0.17,0
0.7890097962962963,5.973470599146726,7.63,93.87625272331155,0.1352702980688497,0
0.7890097962962963,5.973470599146726,7.74,93.87625272331155,0.1352702980688497,0
0.21,4.2,7.84,97.7,0.29,0
0.13,3.6,7.63,99.0,0.15,0
0.094,5.8,8.06,95.6,0.1,0
0.7890097962962963,5.973470599146726,7.75,93.87625272331155,0.1352702980688497,0
0.21,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,9.68,93.87625272331155,0.1352702980688497,1
0.7890097962962963,8.1,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,34.3,10.77,93.87625272331155,0.1352702980688497,1
0.7890097962962963,9.1,7.31,93.87625272331155,0.1352702980688497,1
0.03,6.2,7.99,101.7,0.019,0
0.12,5.4,6.95,103.3,0.016,0
0.13,5.4,7.63,101.0,0.034,0
0.0041,5.6,7.36,101.0,0.0065,0
0.03,6.9,7.88,101.9,0.033,0
0.03,6.3,7.55,101.7,0.01,0
0.03,6.1,7.86,104.0,0.025,0
0.023,3.1,7.25,102.4,0.01,0
0.016,5.1,7.97,103.2,0.0088,0
0.7890097962962963,5.973470599146726,7.46,93.87625272331155,0.1352702980688497,0
0.51,6.8,7.56,97.1,0.23,0
0.082,4.8,7.4,95.4,0.061,0
0.17,5.9,8.03,103.4,0.067,0
0.15,5.8,7.87,102.0,0.082,0
0.12,6.9,7.84,92.3,0.083,0
0.041,4.6,7.5,101.0,0.03,0
0.07,5.6,7.98,102.9,0.035,0
0.09,6.6,7.73,97.8,0.024,0
0.71,5.6,7.91,99.1,0.12,0
0.27,6.4,7.74,99.2,0.029,0
0.038,4.7,7.67,100.2,0.036,0
0.82,5.1,7.45,94.7,0.038,0
0.093,10.4,7.33,98.3,0.089,0
0.41,6.1,7.71,102.9,0.042,0
0.58,4.0,8.09,100.5,0.04,0
2.0,8.9,7.4,89.0,0.05,0
0.99,7.1,7.25,87.2,0.4,0
0.25,4.1,7.74,91.7,0.033,0
0.4,4.0,7.47,81.0,0.049,0
0.3,5.9,8.15,101.2,0.12,0
0.29,6.2,7.63,94.4,0.01,0
0.54,4.9,7.2,84.4,0.07,0
0.31,6.1,7.56,93.2,0.085,0
0.7,6.8,7.56,84.9,0.1,0
0.51,7.2,7.33,85.2,0.39,0
1.5,6.2,7.79,96.3,0.07,0
0.14,6.2,7.86,97.4,0.057,0
0.78,5.9,7.91,95.2,0.12,0
0.83,6.8,7.32,87.1,0.26,0
0.41,5.8,7.84,92.5,0.095,0
0.21,6.5,7.68,91.7,0.045,0
0.3,7.0,7.72,90.8,0.45,0
0.7890097962962963,4.6,7.7639590666403,84.9,0.1352702980688497,0
0.7890097962962963,4.3,7.7639590666403,83.0,0.1352702980688497,0
0.7890097962962963,4.4,7.7639590666403,84.3,0.1352702980688497,0
0.7890097962962963,4.8,7.7639590666403,87.6,0.1352702980688497,0
0.7890097962962963,3.0,7.7639590666403,84.4,0.1352702980688497,0
0.7890097962962963,4.6,7.7639590666403,74.2,0.1352702980688497,0
0.7890097962962963,4.8,7.7639590666403,87.2,0.1352702980688497,0
0.7890097962962963,5.1,7.7639590666403,88.9,0.1352702980688497,0
0.7890097962962963,5.2,7.7639590666403,89.9,0.1352702980688497,0
0.7890097962962963,5.5,7.7639590666403,92.2,0.1352702980688497,0
0.2,6.3,7.59,64.1,0.13,0
0.24,7.8,7.57,96.2,0.38,0
1.6,7.0,7.22,47.4,0.19,0
0.54,5.2,7.37,81.5,0.14,0
0.03,4.2,7.53,99.7,0.013,0
0.048,5.1,7.89,99.8,0.022,0
0.082,6.8,7.61,98.5,0.038,0
0.043,5.4,7.34,96.2,0.027,0
0.072,6.5,7.56,97.2,0.039,0
0.085,7.0,7.64,99.0,0.045,0
0.11,5.4,7.92,98.2,0.073,0
0.15,4.9,7.89,98.9,0.11,0
0.28,4.5,7.99,101.2,0.18,0
0.26,5.1,7.92,98.8,0.12,0
0.14,4.5,8.04,98.3,0.11,0
0.13,5.8,7.84,98.1,0.12,0
0.079,6.6,7.98,100.5,0.093,0
0.15,7.6,7.8,96.5,0.13,0
0.089,7.2,8.0,99.1,0.11,0
0.56,5.0,7.25,67.2,0.29,0
0.32,6.2,7.26,58.1,0.29,0
0.52,5.1,7.27,67.7,0.34,0
0.7890097962962963,5.973470599146726,7.5,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.95,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,6.69,93.87625272331155,0.1352702980688497,1
0.071,4.9,7.33,101.5,0.036,0
0.1,4.5,7.48,100.2,0.051,0
0.03,4.6,7.87,95.5,0.014,0
0.03,4.7,8.22,100.4,0.028,0
0.11,6.3,7.65,93.7,0.095,0
0.22,4.5,8.2,100.6,0.056,0
0.43,4.2,7.48,100.0,0.12,0
0.04,3.5,7.95,99.2,0.12,0
0.19,6.6,8.06,98.2,0.018,0
0.047,5.2,8.21,102.5,0.034,0
0.0067,3.7,7.93,100.2,0.0087,0
0.03,4.4,6.71,101.5,0.01,0
0.011,4.8,7.72,100.9,0.0086,0
0.03,5.8,6.78,101.4,0.013,0
0.45,5.9,7.19,82.3,0.22,0
0.16,5.7,7.45,95.4,0.15,0
0.036,4.7,8.01,101.0,0.023,0
0.48,2.8,7.68,88.6,0.13,0
0.16,4.0,7.79,96.5,0.066,0
0.03,4.9,8.18,101.2,0.033,0
0.037,6.5,7.47,101.0,0.046,0
0.22,5.7,8.08,102.7,0.063,0
0.03,6.5,8.17,102.5,0.022,0
0.13,5.9,7.92,98.9,0.081,0
0.069,3.0,8.19,99.2,0.073,0
0.037,6.4,8.01,99.1,0.067,0
0.16,6.0,7.98,101.5,0.011,0
0.31,4.8,7.65,105.6,0.051,0
0.1,6.7,7.99,103.0,0.057,0
0.27,6.4,8.08,100.8,0.074,0
0.044,5.8,8.23,99.1,0.052,0
0.12,7.2,7.94,101.9,0.046,0
0.053,8.3,8.1,102.0,0.042,0
0.26,4.7,8.14,94.4,0.19,0
0.7890097962962963,5.4,7.7639590666403,91.7,0.1352702980688497,0
0.7890097962962963,6.0,7.7639590666403,93.7,0.1352702980688497,0
0.11,5.7,8.03,97.0,0.15,0
0.7890097962962963,4.9,7.7639590666403,93.4,0.1352702980688497,0
0.7890097962962963,5.9,7.7639590666403,91.1,0.1352702980688497,0
0.19,6.3,7.54,86.7,0.14,0
0.7890097962962963,4.9,7.7639590666403,94.7,0.1352702980688497,0
0.7890097962962963,5.7,7.7639590666403,92.9,0.1352702980688497,0
0.7890097962962963,5.2,7.7639590666403,99.7,0.1352702980688497,0
0.7890097962962963,5.8,7.7639590666403,96.3,0.1352702980688497,0
8.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
15.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,8.1,93.87625272331155,0.1352702980688497,1
0.03,5.973470599146726,7.7639590666403,92.0,0.1352702980688497,1
0.7890097962962963,5.973470599146726,7.88,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,7.04,93.87625272331155,0.1352702980688497,1
0.0086,3.9,7.15,97.6,0.0044,0
0.0026,4.7,7.62,101.5,0.0051,0
0.024,6.0,7.78,98.8,0.021,0
0.19,5.4,7.55,95.2,0.071,0
0.08,5.4,7.7639590666403,93.87625272331155,0.097,0
0.099,5.7,7.7639590666403,93.87625272331155,0.053,0
0.095,5.2,7.64,98.2,0.051,0
0.15,4.6,7.7639590666403,93.87625272331155,0.078,0
0.19,5.6,7.7639590666403,93.87625272331155,0.083,0
0.07,5.0,7.92,102.0,0.061,0
0.19,5.8,8.05,99.3,0.19,0
0.79,7.1,7.7639590666403,93.87625272331155,0.32,0
0.33,5.2,7.71,94.1,0.27,0
0.35,5.2,7.69,90.1,0.22,0
0.14,5.3,7.7639590666403,93.87625272331155,0.19,0
0.2,6.1,7.7639590666403,93.87625272331155,0.09,0
0.92,5.9,7.15,71.2,0.22,0
0.57,5.9,7.36,82.6,0.22,0
0.7890097962962963,4.6,7.7639590666403,89.6,0.1352702980688497,0
1.2,6.0,7.09,56.1,0.08,0
0.88,6.1,7.17,43.2,0.21,0
0.44,6.3,7.37,69.6,0.25,0
0.7890097962962963,5.5,7.7639590666403,96.4,0.1352702980688497,0
0.7890097962962963,6.0,7.7639590666403,94.8,0.1352702980688497,0
0.7890097962962963,5.5,7.7639590666403,97.7,0.1352702980688497,0
0.7890097962962963,6.1,7.7639590666403,95.7,0.1352702980688497,0
0.03,6.3,7.93,101.4,0.011,0
0.03,4.5,8.3,102.3,0.011,0
0.03,7.7,8.01,103.1,0.018,0
0.0031,4.8,7.97,102.2,0.0032,0
0.0099,7.6,8.09,99.5,0.039,0
0.03,3.1,7.53,101.5,0.01,0
0.03,0.0,7.61,101.4,0.01,0
0.037,6.3,7.46,102.3,0.015,0
0.0022,6.0,7.88,103.0,0.011,0
0.03,3.9,7.7,101.3,0.01,0
0.03,0.1,7.84,101.5,0.01,0
0.03,7.3,7.63,101.8,0.01,0
0.0034,4.8,7.63,96.2,0.0076,0
0.03,5.4,7.59,99.6,0.01,0
0.03,2.1,7.74,99.4,0.01,0
0.03,7.7,7.72,103.6,0.01,0
0.03,4.7,7.75,99.8,0.017,0
0.03,1.6,7.84,99.1,0.012,0
0.03,6.6,7.49,101.3,0.015,0
0.24,3.5,7.78,98.2,0.073,0
0.034,1.3,7.64,99.7,0.022,0
0.45,6.7,7.63,98.5,0.069,0
0.032,4.4,8.25,101.1,0.024,0
0.0066,3.5,7.84,101.4,0.0086,0
0.03,4.0,7.99,101.2,0.021,0
0.7890097962962963,5.4,7.7639590666403,100.7,0.1352702980688497,0
0.7890097962962963,5.4,7.7639590666403,100.9,0.1352702980688497,0
0.7890097962962963,5.3,7.7639590666403,97.8,0.1352702980688497,0
0.7890097962962963,5.2,7.7639590666403,97.6,0.1352702980688497,0
0.042,4.9,7.74,97.7,0.04,0
0.65,5.6,7.17,74.4,0.21,0
0.55,5.8,6.8,61.2,0.12,0
0.22,4.0,7.7639590666403,93.87625272331155,0.45,0
0.7890097962962963,4.7,7.7639590666403,93.87625272331155,0.1352702980688497,0
0.38,6.7,7.7639590666403,93.87625272331155,0.27,0
0.37,5.0,6.79,60.6,0.26,0
0.7890097962962963,5.973470599146726,7.7639590666403,93.87625272331155,1.4,1
10.0,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,7.58,93.87625272331155,0.1352702980688497,1
0.03,5.973470599146726,7.35,99.5,0.1352702980688497,1
0.03,5.973470599146726,7.31,101.4,0.1352702980688497,1
0.03,5.973470599146726,7.32,101.8,0.1352702980688497,1
0.7890097962962963,14.1,9.1,93.87625272331155,0.1352702980688497,1
0.7890097962962963,21.6,9.52,93.87625272331155,0.1352702980688497,1
0.7890097962962963,14.4,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,10.2,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,10.5,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,9.1,7.94,93.87625272331155,0.1352702980688497,1
0.7890097962962963,17.8,7.8,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.8,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.03,4.5,7.7639590666403,93.87625272331155,0.01,0
0.03,2.2,7.7639590666403,93.87625272331155,0.01,0
0.03,4.4,7.7639590666403,93.87625272331155,0.01,0
0.03,7.1,7.7639590666403,93.87625272331155,0.01,0
0.03,3.4,7.76,94.0,0.012,0
0.03,6.7,7.72,90.7,0.028,0
0.03,8.5,7.55,87.6,0.026,0
0.012,5.5,7.09,95.2,0.0093,0
0.03,5.7,7.7,93.5,0.033,0
0.03,4.0,7.04,91.5,0.016,0
0.03,6.7,7.22,94.9,0.01,0
0.03,6.9,7.99,99.4,0.022,0
0.088,7.1,8.28,99.9,0.053,0
0.03,4.4,7.7639590666403,93.87625272331155,0.074,0
0.03,2.1,7.7639590666403,93.87625272331155,0.01,0
0.03,4.0,7.7639590666403,93.87625272331155,0.01,0
0.03,5.3,7.7639590666403,93.87625272331155,0.01,0
0.03,5.5,7.7639590666403,93.87625272331155,0.01,0
0.0032,5.5,6.91,102.6,0.002,0
0.11,6.6,7.03,92.0,0.035,0
0.002,6.1,7.13,102.2,0.0016,0
0.012,5.3,6.77,101.3,0.0029,0
0.002,5.1,7.51,103.0,0.0013,0
0.002,6.6,6.6,102.0,0.001,0
0.0026,5.7,6.94,101.0,0.0025,0
0.002,6.7,6.48,99.0,0.0032,0
0.002,6.5,6.96,101.2,0.001,0
0.002,4.3,7.32,102.0,0.001,0
0.0096,6.6,7.66,102.1,0.003,0
0.03,4.4,7.7639590666403,93.87625272331155,0.01,0
0.03,6.5,7.7639590666403,93.87625272331155,0.01,0
0.03,4.8,7.7639590666403,93.87625272331155,0.01,0
0.5,5.973470599146726,8.1,93.87625272331155,0.1352702980688497,1
0.0036,3.5,7.64,101.6,0.0047,0
0.7890097962962963,6.0,7.3,102.2,0.1352702980688497,0
0.03,5.0,7.7639590666403,93.87625272331155,0.01,0
0.03,3.6,7.7639590666403,93.87625272331155,0.01,0
0.03,5.6,7.7639590666403,93.87625272331155,0.01,0
0.03,4.4,7.7639590666403,93.87625272331155,0.01,0
0.03,4.8,7.7639590666403,93.87625272331155,0.01,0
0.7890097962962963,6.1,7.2,100.8,0.1352702980688497,0
0.019,4.7,7.9,101.5,0.0051,0
0.006,6.0,7.42,101.4,0.0047,0
0.03,4.2,8.28,98.8,0.036,0
0.087,4.4,8.23,99.4,0.053,0
0.096,3.9,7.55,98.4,0.061,0
0.086,4.8,8.26,98.2,0.045,0
0.7890097962962963,5.973470599146726,7.48,93.87625272331155,0.1352702980688497,0
0.07,3.7,7.72,97.4,0.08,0
0.065,6.6,7.84,97.6,0.056,0
0.047,4.1,8.07,97.8,0.042,0
0.24,4.7,6.87,70.6,0.19,0
0.77,8.0,6.91,57.5,0.22,0
0.45,6.2,7.21,68.5,0.093,0
0.7890097962962963,5.5,7.7639590666403,92.1,0.1352702980688497,0
0.11,5.973470599146726,8.03,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,8.08,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,8.09,93.87625272331155,0.1352702980688497,1
0.18,5.973470599146726,7.11,93.87625272331155,0.031,1
0.03,5.973470599146726,7.92,93.87625272331155,0.1352702980688497,1
0.0079,3.6,8.17,103.9,0.0036,0
0.033,4.4,8.17,99.7,0.018,0
0.03,4.5,7.7639590666403,93.87625272331155,0.025,0
0.03,1.0,7.7639590666403,93.87625272331155,0.02,0
0.03,5.6,7.7639590666403,93.87625272331155,0.012,0
0.03,5.0,7.7639590666403,93.87625272331155,0.017,0
0.046,4.7,7.7639590666403,93.87625272331155,0.032,0
0.015,3.4,8.25,106.4,0.02,0
0.0032,3.3,8.14,102.9,0.0068,0
0.039,5.8,7.85,99.7,0.021,0
0.03,5.5,7.7639590666403,93.87625272331155,0.054,0
0.03,2.2,7.7639590666403,93.87625272331155,0.035,0
0.16,5.6,7.7639590666403,93.87625272331155,0.1,0
0.03,5.1,7.7639590666403,93.87625272331155,0.031,0
0.074,5.1,7.7639590666403,93.87625272331155,0.088,0
0.03,4.9,7.7639590666403,93.87625272331155,0.036,0
0.03,1.2,7.7639590666403,93.87625272331155,0.023,0
0.054,5.2,7.7639590666403,93.87625272331155,0.017,0
0.059,4.6,7.7639590666403,93.87625272331155,0.039,0
0.0069,3.1,7.43,102.8,0.0023,0
0.03,4.5,7.7639590666403,93.87625272331155,0.018,0
0.03,1.7,7.7639590666403,93.87625272331155,0.026,0
0.03,3.6,7.7639590666403,93.87625272331155,0.028,0
0.024,4.8,7.34,99.3,0.031,0
0.03,5.6,7.7639590666403,93.87625272331155,0.018,0
0.0049,5.1,8.17,104.3,0.011,0
0.0047,5.4,7.93,100.2,0.0055,0
0.087,5.4,7.86,104.1,0.013,0
0.033,6.4,7.87,98.6,0.051,0
0.032,5.6,7.98,102.2,0.028,0
0.031,5.3,7.7639590666403,93.87625272331155,0.035,0
0.04,1.1,7.7639590666403,93.87625272331155,0.022,0
0.039,5.3,7.7639590666403,93.87625272331155,0.021,0
0.039,5.2,7.88,100.6,0.022,0
0.072,4.6,7.7639590666403,93.87625272331155,0.031,0
0.03,5.2,8.27,102.7,0.022,0
0.0034,3.9,7.9,100.5,0.018,0
0.7890097962962963,5.973470599146726,7.79,93.87625272331155,0.1352702980688497,0
0.0037,5.2,8.26,102.1,0.012,0
0.015,5.0,7.87,99.5,0.023,0
0.24,5.3,7.55,93.0,0.086,0
0.036,5.0,8.07,101.2,0.095,0
0.048,5.1,8.28,99.8,0.059,0
0.0058,6.2,7.97,100.8,0.016,0
0.019,5.1,8.05,102.4,0.03,0
0.034,1.8,7.7639590666403,93.87625272331155,0.054,0
0.035,1.2,7.7639590666403,93.87625272331155,0.027,0
0.051,4.8,7.7639590666403,93.87625272331155,0.02,0
0.072,4.8,7.7639590666403,93.87625272331155,0.031,0
0.002,6.3,8.22,101.5,0.014,0
0.03,3.6,7.7639590666403,93.87625272331155,0.01,0
0.03,1.3,7.7639590666403,93.87625272331155,0.01,0
0.03,6.8,7.7639590666403,93.87625272331155,0.01,0
0.03,3.4,8.02,97.4,0.01,0
0.076,3.1,7.7639590666403,93.87625272331155,0.095,0
0.074,1.7,7.7639590666403,93.87625272331155,0.067,0
0.12,6.6,7.7639590666403,93.87625272331155,0.099,0
0.03,3.1,7.7639590666403,93.87625272331155,0.038,0
0.03,0.2,7.7639590666403,93.87625272331155,0.018,0
0.1,6.3,7.7639590666403,93.87625272331155,0.048,0
0.7890097962962963,5.8,7.7639590666403,94.5,0.1352702980688497,0
0.7890097962962963,5.5,7.7639590666403,96.3,0.1352702980688497,0
0.7890097962962963,5.8,7.7639590666403,95.0,0.1352702980688497,0
0.027,5.973470599146726,5.4,93.87625272331155,0.013,0
0.02,5.973470599146726,5.4,93.87625272331155,0.015,0
0.7890097962962963,6.9,7.7639590666403,96.2,0.1352702980688497,0
0.0029,5.973470599146726,4.6,93.87625272331155,0.0081,0
14.0,5.973470599146726,6.87,93.87625272331155,0.1352702980688497,1
0.7890097962962963,5.973470599146726,7.9,93.87625272331155,0.1352702980688497,1
0.18,6.4,7.75,100.2,0.068,0
0.12,8.3,7.47,101.4,0.075,0
0.41,5.9,7.0,63.6,0.1,0
0.098,5.973470599146726,8.01,93.87625272331155,0.1352702980688497,0
0.5,5.973470599146726,7.64,93.87625272331155,0.016,0
0.7890097962962963,5.973470599146726,7.44,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.7,93.87625272331155,0.1352702980688497,1
0.5,5.973470599146726,7.29,93.87625272331155,0.01,1
0.03,6.3,7.26,99.5,0.01,0
0.03,5.973470599146726,7.68,93.87625272331155,0.01,0
0.26,5.973470599146726,6.86,93.87625272331155,0.04,1
0.01,4.5,8.25,103.0,0.0087,0
0.03,4.1,7.41,101.7,0.016,0
0.7890097962962963,6.6,7.49,96.3,0.1352702980688497,0
0.012,3.9,8.05,100.8,0.014,0
0.7890097962962963,5.973470599146726,7.8,93.87625272331155,0.1352702980688497,1
0.03,5.3,6.95,97.6,0.01,0
2.6,5.973470599146726,7.7639590666403,93.87625272331155,0.1352702980688497,1
0.7890097962962963,4.8,7.7639590666403,100.7,0.1352702980688497,0
3.8,7.1,7.4,90.7,0.33,0
0.41,6.7,7.9,93.0,0.056,0
6.3,7.1,7.5,88.5,0.42,0
0.67,6.7,8.0,96.8,0.059,0
0.82,6.7,8.0,96.3,0.073,0
0.17,6.7,7.9,90.6,0.16,0
0.5,5.973470599146726,7.52,98.3,0.1352702980688497,1
0.5,5.973470599146726,7.8,93.87625272331155,0.1352702980688497,0
0.042,6.9,7.87,98.6,0.041,0
0.3,8.6,7.51,79.7,0.18,0
0.03,6.5,7.82,101.1,0.016,0
0.0036,6.2,7.6,100.5,0.0049,0
